550.0,1.736445,0.159432,0.702738,-0.922329,0.425639,-1.80725,-0.864962,0.877788,-1.042487,0.828236,-10.440768,-21.923535
106.0,0.53924,-0.500372,-0.122333,-0.922329,1.495304,-1.118299,-1.163558,1.115751,-1.281663,0.942666,-7.423552,-24.675969
298.0,-1.150933,1.196267,0.061016,1.161396,-0.475132,1.43082,0.74746,-0.431012,0.631744,-0.0872,-12.756863,-15.00141
250.0,-0.72839,1.196267,0.702738,0.971967,-0.700325,1.499716,0.807179,-0.252539,1.050302,-0.430488,-11.269342,-13.314001
915.0,0.53924,0.819237,2.077857,0.214248,-0.137343,0.121813,-0.14833,0.223388,-0.384753,0.771022,-13.811537,-19.025806
954.0,0.327968,-1.254434,-0.122333,-0.922329,1.382708,-1.393879,-0.924681,0.401861,-1.341457,1.514813,-3.200485,-28.242782
109.0,0.257544,-1.254434,0.152691,-1.364332,1.270111,-1.462774,-1.282997,0.34237,-1.341457,1.457598,-3.930403,-27.645021
119.0,1.736445,-0.406114,0.794413,-0.417184,1.044918,-0.704928,-1.462155,1.05626,-0.803311,0.771022,-10.790943,-21.756863
581.0,0.891359,-1.254434,-0.122333,-1.806334,0.707129,-0.842718,-1.103839,1.948624,-0.982693,1.057095,-8.434928,-23.688414
739.0,1.173054,0.159432,1.161111,-0.922329,0.707129,-0.222662,-1.521874,0.401861,-1.042487,0.599377,-11.468816,-21.097496
854.0,-1.925595,0.630721,0.061016,1.161396,-0.869219,0.948555,0.986337,-0.847448,0.213186,-0.487703,-9.962209,-11.724453
320.0,0.53924,-1.160176,-0.214007,-0.796043,1.833093,-0.980509,-1.342716,0.758806,-1.042487,1.285954,-4.112664,-27.434375
93.0,-0.939661,-0.500372,-0.67238,1.350826,-0.644027,0.604079,1.284933,-0.847448,1.409065,-0.945421,-9.357808,-11.023944
856.0,-0.657966,1.950329,-0.489031,0.466821,-0.925518,1.29303,0.807179,-0.371521,0.930714,-0.487703,-11.837976,-13.878773
1010.0,-1.714324,-1.348691,-0.489031,0.529964,-1.207009,0.397394,0.209986,-0.96643,0.87092,-1.231494,-4.355048,-5.084098
832.0,1.45475,-0.217599,1.619484,-1.174902,0.256744,-0.704928,-0.566365,0.580333,-0.384753,0.771022,-11.60332,-20.949545
463.0,1.595597,-0.783145,-0.122333,-1.174902,0.707129,-0.842718,-1.04412,1.353715,-1.221869,0.656592,-9.205811,-23.076362
808.0,1.45475,-0.406114,-0.397357,-1.427475,1.157515,-1.049404,-1.282997,1.413206,-1.341457,1.228739,-6.73254,-25.063467
450.0,0.820935,1.573298,1.619484,0.151105,0.707129,0.466289,-0.685804,0.877788,0.27298,0.084445,-14.898993,-17.780331
845.0,-1.291781,0.724979,0.427715,0.529964,-0.700325,0.466289,1.464091,-0.431012,0.87092,-0.945421,-10.419392,-12.261797
210.0,0.257544,1.856072,0.702738,0.214248,0.313042,0.948555,0.568302,0.639824,0.512156,0.427733,-13.681584,-16.135377
411.0,1.384326,-0.688887,-0.764055,-1.174902,1.382708,-0.980509,-0.9844,1.532187,-1.341457,1.285954,-6.899239,-25.060393
409.0,-1.080509,-0.500372,-0.67238,0.719394,-0.925518,0.604079,0.866898,-1.620829,1.648241,-0.830991,-3.193795,-3.678238
482.0,1.666021,-0.406114,-0.67238,-0.922329,0.876024,-0.704928,-0.9844,1.413206,-0.982693,0.771022,-9.415189,-22.977745
853.0,0.046273,1.290525,-0.489031,1.161396,-0.475132,0.397394,0.389144,-0.133557,0.213186,-1.231494,-12.489889,-14.596945
414.0,-0.869237,-1.160176,-0.764055,0.719394,-1.488499,0.741869,0.508582,-1.085412,1.289477,-1.345924,-3.715017,-4.236365
798.0,0.609663,-1.725722,-0.122333,-1.048616,1.044918,-1.049404,-0.745523,0.34237,-0.922899,1.457598,-2.904071,-28.423472
633.0,1.45475,-0.783145,-0.489031,-1.111759,0.819726,-1.738355,-1.282997,1.770151,-1.341457,0.656592,-8.983706,-23.33456
755.0,1.243478,-0.029083,1.436135,-0.922329,0.819726,-0.842718,-0.446927,1.175242,-0.982693,0.542163,-11.535864,-21.120797
410.0,-0.587542,-0.406114,-0.305682,-1.301188,1.495304,-1.049404,-0.805242,-0.133557,-1.102281,1.343169,-4.373739,-27.23591
365.0,-0.024151,1.667556,1.069437,0.656251,-0.475132,1.43082,0.389144,-1.025921,0.512156,-0.029985,-12.965623,-15.212177
919.0,0.609663,-0.311856,0.061016,-1.301188,1.270111,-1.049404,-1.04412,1.353715,-1.281663,0.828236,-7.015547,-25.028427
416.0,-0.72839,1.573298,-0.305682,0.656251,-0.644027,1.844191,0.74746,-1.263884,0.631744,-0.773776,-10.949511,-12.812302
201.0,0.18712,1.573298,0.886087,0.024819,-0.587729,0.810764,0.68774,-0.133557,0.392568,-0.316058,-13.806025,-16.170131
1012.0,-0.37627,0.724979,-0.305682,1.161396,-0.587729,0.810764,0.030828,-0.431012,0.27298,-0.430488,-12.090175,-14.152154
741.0,0.398392,0.819237,0.152691,-0.038324,-0.24994,0.328499,-0.446927,0.044915,0.87092,-0.144414,-13.426295,-15.675608
543.0,-1.573476,-0.783145,-0.947404,1.477112,-1.094412,0.328499,1.523811,-1.323375,0.392568,-0.888206,-5.44674,-6.294185
389.0,-1.714324,-0.217599,-0.764055,0.84568,-1.038114,0.672974,1.284933,-1.144902,0.691538,-0.830991,-4.464819,-5.261262
344.0,-1.150933,0.065175,0.061016,0.908824,-1.15071,0.948555,1.464091,-1.263884,0.153392,-1.05985,-7.704574,-8.98642
137.0,-0.164999,0.913494,-0.397357,1.287683,-0.587729,1.29303,0.807179,-0.96643,0.87092,-1.17428,-9.574066,-11.377155
661.0,-1.6439,0.065175,-1.314102,0.593108,-0.981816,0.741869,1.225214,-1.085412,0.27298,-1.117065,-6.901045,-8.213467
500.0,0.750511,-0.783145,-1.130753,-0.985472,0.819726,-1.256089,-1.103839,1.829642,-0.863105,0.542163,-8.118596,-24.049231
883.0,-1.291781,-0.217599,-0.580706,1.22454,-0.812921,0.397394,1.643249,-1.263884,1.050302,-1.002635,-4.659434,-5.477542
669.0,1.313902,0.819237,1.802833,-0.54347,0.313042,-0.153767,0.030828,0.520842,-0.205372,0.313304,-14.134705,-18.711811
619.0,0.327968,1.573298,-0.030658,0.151105,-0.53143,0.948555,0.508582,0.580333,-0.085784,0.256089,-13.6035,-16.006923
199.0,0.257544,-0.688887,-0.580706,-1.048616,1.270111,-0.980509,-1.04412,0.937279,-0.922899,1.858102,-3.345693,-28.093796
610.0,1.45475,-0.688887,0.152691,-1.238045,1.157515,-1.393879,-1.342716,1.829642,-1.281663,0.484948,-7.709834,-24.348845
606.0,1.173054,-0.59463,0.061016,-1.680048,0.594533,-1.256089,-1.223277,1.948624,-0.863105,0.99988,-8.558841,-23.692427
777.0,-1.080509,0.724979,-2.597546,0.466821,-0.925518,0.535184,1.284933,-1.501848,0.811126,-1.17428,-7.017222,-8.25048
881.0,0.680087,1.667556,2.169532,0.340535,0.200446,0.535184,-0.208049,1.115751,-0.444547,-0.029985,-14.38302,-16.844247
952.0,0.53924,1.761814,1.436135,0.214248,-0.024747,0.604079,0.508582,-0.252539,0.392568,-0.144414,-13.578932,-15.939783
1007.0,0.18712,1.667556,-0.122333,0.529964,-0.362536,1.224135,-0.387207,-0.014576,0.033804,-0.258844,-12.603647,-14.763904
412.0,0.680087,-1.160176,-0.580706,-0.922329,0.650831,-1.738355,-1.521874,1.353715,-1.221869,1.057095,-9.35533,-22.92732
844.0,0.327968,1.384783,-0.305682,0.593108,-0.53143,0.879659,0.448863,0.223388,0.392568,-0.373273,-12.759399,-14.951329
326.0,-0.798814,0.442206,-0.030658,1.03511,-0.306238,1.499716,0.508582,-0.252539,0.57195,-0.373273,-12.119338,-14.06478
740.0,1.173054,-0.500372,-0.489031,-0.796043,0.763428,-1.393879,-1.282997,1.889133,-1.162075,0.713807,-8.376812,-23.842384
553.0,-0.587542,0.630721,-0.122333,0.908824,-1.094412,1.43082,0.986337,-1.323375,1.289477,-1.231494,-9.665019,-11.356522
21.0,0.398392,-1.160176,-0.122333,-1.616904,1.101217,-1.393879,-1.282997,0.877788,-1.341457,0.942666,-5.012065,-26.662561
804.0,0.116696,-1.914238,-0.305682,-1.616904,0.932322,-1.256089,-1.103839,-0.014576,-1.341457,2.08696,-1.329257,-29.842945
363.0,1.313902,-0.500372,-0.305682,-1.553761,0.538235,-1.256089,-1.282997,1.889133,-1.162075,0.542163,-8.10628,-24.054621
